,name,total,uri
5178,Quarantine 2020,45,spotify:playlist:6VSHwcAcybvXYqB6PxlXRy
5179,Quarantine 2020,24,spotify:playlist:0U2omZllsh6WSpFAnBPiXm
5180,Brown Quarantine 2020 ,87,spotify:playlist:48EW0cthEAuzSs6K7YYII4
5181,Quarantine 2020,288,spotify:playlist:6U3sQfu5BNGWaWYtusdFlu
5182,Quarantine Diaries 2020,107,spotify:playlist:27jrxa98YS2bFsemxgeAne
5183,June 2020: Quarantine Part 2,218,spotify:playlist:5Ejft57x3i1ieqMrYy0YAn
5184,2020 quarantine,111,spotify:playlist:14bO7p7G40BFCj4k5prdAO
5185,2020 quarantine,191,spotify:playlist:4Ahpa176P4RCiOfTVmtJ7l
5186,Quarantine Summer 2020,322,spotify:playlist:3Za71IplMIoagLB3C2gbQO
5187,Quarantine 2020,116,spotify:playlist:7wEMzAaGuAHuAenHjLbQtf
5188,Quarantine 2020 -Revival 🔥🔥🔥,36,spotify:playlist:2L8qh5wtT1nOFq93s3FALY
5189,Quarantine 2020,121,spotify:playlist:4O91cjjO5um3KYIv8MUehS
5190,Summer Quarantine 2020,98,spotify:playlist:7pZtyscBrJt0YCmSkeh48Q
5191,Quarantine 2020,33,spotify:playlist:2yvU19TDiJXVMjIrQhwVNq
5192,2020 quarantine hits❤️,73,spotify:playlist:1KTi0PlLe14oQqcj70IMxm
5193,Quarantine 2020,36,spotify:playlist:5zwWWX8Z1L1fZoEPvXJj9h
5194,Quarantine 2020,26,spotify:playlist:1xNVdSLJxjkCgBYan12ed2
5195,Quarantined 2020,41,spotify:playlist:5kpinrCaykU6Ojbx3XAOuA
5196,#2020quarantine,103,spotify:playlist:4plr7yX3fXGXc06a07PvMX
5197,March - June (quarantine) 2020,79,spotify:playlist:2NvVcsPH2ECRdiMqFrz2Wm
5198,Quarantine 2020,42,spotify:playlist:2VzNAQWa0NLzLH9Z6x3RmN
5199,My quarantine 2020,55,spotify:playlist:4JIICOvEvS786U8CgxmdHe
5200,Quarantine/ Summer 2020,47,spotify:playlist:3dkDF4YYmdmG81H6cOStEv
5201,Quarantine 2020,62,spotify:playlist:5eKmQvmog31LT6rzXNFfMy
5202,Crossing Quarantine (2020),541,spotify:playlist:3XpHJpt0A9gTn5AeVj4OcX
5203,Quarantine 2020,50,spotify:playlist:3TPVFXgdxhRMTu6A6WhvYs
5204,Quarantine Diaries 2020,36,spotify:playlist:5D7KSiFA3z7rpYTnYtdzEl
5205,Quarantine 2020,39,spotify:playlist:0cpskI7juQ3CQyfxScITKT
5206,quarantine 2020 ,92,spotify:playlist:5obTKVtJ8NBfBe5wakQ1J3
5207,Quarantine 2020,101,spotify:playlist:65CINZ9JlOdGpXbtMssqR8
5208,quarantine 2020,32,spotify:playlist:4t0phjudefNRFvdzNEhkjB
5209,QUARANTINE 2020 ☢️☢️☢️,64,spotify:playlist:4sT6c1ODBeA5Goo93z2dUU
5210,Quarantine 2020😷,290,spotify:playlist:2RShhyB4LB94FUbj446YcT
5211,quarantine 2020,183,spotify:playlist:7qob0u0UMonJIehWgDLVto
5212,Quarantine 2020,38,spotify:playlist:7nKBNfV0KPUGz0FyVCljgX
5213,Quarantine 2020,323,spotify:playlist:6z7Zx3lgYCBYBCXB0SZ0qa
5214,Quarantine 2020,29,spotify:playlist:7vBylX0aHT0xScxJlyOts6
5215,Quarantine 2020,13,spotify:playlist:5JeHsUYN9F3FtVIQkYMjA6
5216,Quarantine 2020,38,spotify:playlist:4GXN7H1Wws6FlDbpx5KnKC
5217,quarantine summer 2020,42,spotify:playlist:6pLApegVpiofEYrlKFuyyN
5218,2020 quarantine paylist,50,spotify:playlist:1eVExovbEBjB6J8ycC6Xp6
5219,quarantine 2020,74,spotify:playlist:1QAIjXrc6d9tzvo3FB6rDJ
5220,Quarantine Playlist (2020),222,spotify:playlist:6d04M7rwQ9qxE6Brtn1bzI
5221,Trim Tab Quarantine 2020,69,spotify:playlist:3V8om34nsfctEkLEu17a6J
5222,🤬Quarantine 2020🤬,15,spotify:playlist:2U88Qd3UK07fK4j098SUaB
5223,Quarantine 2020,85,spotify:playlist:6DTmrEox9j2XylXNdMMU0l
5224,2020 v2 (quarantine),497,spotify:playlist:7jjyc0rqZpKsTjg3QaD8Ye
5225,Quarantine 2020,51,spotify:playlist:71OeEbLmCejsK4Dkd2IxBw
5226,Quarantine 2020,315,spotify:playlist:7aTKi3R08nXu5KVPhOPFc6
5227,Geisen quarantine 2020,99,spotify:playlist:4JUp4bJ7lpOyL9fXlkv5si
5228,Quarantine 2020,86,spotify:playlist:0Mlnew79JqhadajSPVWwDR
5229,quarantine/summer 2020,76,spotify:playlist:5gCRKQywunSfPc9wzS8ZSb
5230,Quarantine vibes 2020,65,spotify:playlist:0yjlrrcjVpY3CwzZ6tnXce
5231,quarantine 2020,18,spotify:playlist:32drq0dssESdYwSAaLJR19
5232,2020 quarantine ,20,spotify:playlist:01vKqX4A7B8Jy1eIYKax7C
5233,Quarantine 2020,152,spotify:playlist:3hvA2FkrJI9z0p9yK5X2Jr
5234,quarantine summer 2020,51,spotify:playlist:7AdfoiDEXVgd4R7iEmUFz7
5235,2020 Quarantine,86,spotify:playlist:6YI2CiXQJQzpYe84HQ82YR
5236,Quarantine 2020,64,spotify:playlist:2sXso8QFQEChRZiizzpaGq
5237,QUARANTINE 2020,38,spotify:playlist:5KwdTn6iETqgdnh6uPc6j4
5238,Quarantine2020,105,spotify:playlist:7bF7nMA4GeHKeJkn9mQ6xC
5239,Quarantine 2020,30,spotify:playlist:6wmjN2JobcGhYwmwvA6Q4s
5240,Quarantine2020,58,spotify:playlist:0Up6ePSu3zlZL6V3Z8qS7A
5241,2020 quarantine ,61,spotify:playlist:72VOPFhDPIa261uxEanhBh
5242,Quarantine 2020,66,spotify:playlist:0v6wX7mA0JjO3yhteRtub1
5243,2020 Quarantine,87,spotify:playlist:3cXDSu1TzJllF8uicgIpZt
5244,quarantine 2020,273,spotify:playlist:7KaqzRvW3xK9NS8yfepPPO
5245,Quarantine 2020,78,spotify:playlist:7rzFaKEBfRykQn4mOODYlV
5246,Quarantine 2020,60,spotify:playlist:1ChNSgxgiH1dxuaTgGYrMq
5247,Quarantine 2020,35,spotify:playlist:11VtFnR64nJEdgh0tZGwCT
5248,still in quarantine- summer 2020,41,spotify:playlist:2P2strV2zMDApnMF7CT9Am
5249,quarantine etc 🐠 2020,101,spotify:playlist:7GCsqCSV50qH0bNjtfgBx3
5250,quarantine 2020,47,spotify:playlist:643gST4FiljaTod5H2NJwB
5251,quarantine 2020,79,spotify:playlist:4WT3yRFstaMecdcGaE3NUr
5252,1 Worship  Quarantine Music 2020,59,spotify:playlist:4d9FJtd1NHTRaHgYmkKWKl
5253,quarantine 2020🤘,45,spotify:playlist:1a8qT1kWns539eiUWBx31N
5254,Quarantine 2020,47,spotify:playlist:6VN84RrN7HKQ0yY1BNPkvC
5255,Quarantine 2020,35,spotify:playlist:6kyTgLDFWIgnR7lKchzBTh
5256,quarantine 2020,104,spotify:playlist:4dvJ26yiDDzfaYUeOFIfUq
5257,Summertime 2020 (quarantine edition),73,spotify:playlist:0y2pFAmmtBkFMZbOXH0Zaq
5258,quarantine 2020,32,spotify:playlist:62O5k5YishxhWgmV1kBoU6
5259,quarantine summer 2020,53,spotify:playlist:1kQh7bH1tledvwthuO9RlL
5260,Quarantine 2020,60,spotify:playlist:6BWL4m2p4o9svKd9TNeKxS
5261,Quarantine 2020,35,spotify:playlist:2MLYIgJa2ldHdsReyvSyEw
5262,Quarantine 2020,36,spotify:playlist:6euTbJaklBvgFCqVCKLPkP
5263,Quarantine 2020,20,spotify:playlist:1RrVnuHes4Qz87mC1TQ7Yo
5264,Quarantine 2020 😷🍷,29,spotify:playlist:2nBj9BTGW7jZZfJpnidHLu
5265,Quarantine 2020,20,spotify:playlist:0zOV17hYbQikzxX9z97zwl
5266,Quarantine 2020,30,spotify:playlist:1XCCZ8ffrKrEU168wpuoNE
5267,Quarantine 2020-M&A,58,spotify:playlist:2Mxq8LOkc5nqnInvXvTEMo
5268,Quarantine Music  2020,24,spotify:playlist:6k6Gwoq9iL5Fwr3JMcI7QQ
5269,Summer Quarantine mix 2020,28,spotify:playlist:5uN1TbVvl9I1dZ9yWkwbv2
5270,Quarantine bangerz 2020,54,spotify:playlist:0ApR0C38Fh6y2hs8I3Ci75
5271,Quarantine 2020,67,spotify:playlist:2FEELoJqMf4V58jGRUszoT
5272,Summer 2020: Quarantine GTFO,126,spotify:playlist:1ZEbBPeapUT0Ju6V7GCzem
5273,Quarantine 2020,32,spotify:playlist:0HIH5Pny1oPdDZUrxc26cb
5274,QUARANTINE SUMMER 2020,47,spotify:playlist:2ekxumjMdpewN5hMDxXGWr
5275,quarantine 2020,39,spotify:playlist:7oATuWSas6N6NZvWP6AEBB
5276,No More Quarantine SUMMER 2020,30,spotify:playlist:0oMTzfcHAfXX1tnZ7T3JhA
5277,quarantine summer 2020,33,spotify:playlist:3BZ1Bj87GlvFmlYEFd5bfG
5278,Workout Quarantine 2020,29,spotify:playlist:6uJzN5lwMolmFjrkjinsft
5279,Quarantine 2020,27,spotify:playlist:0qFhOSl67PhFWN09XjpM88
5280,Endless Quarantine 2020,17,spotify:playlist:5eTz6ui633Pnd0KA2vNqBf
5281,Quarantine2020,17,spotify:playlist:22qfWBGjqKLhshHXFiIGQE
5282,Quarantine 2020,215,spotify:playlist:300whX3VtOJUywOfUz9ceS
5283,2020 quarantine playlist,45,spotify:playlist:1WtCDGPqhbOZfFGOhabRX3
5284,Quarantine 2020  EDM Edition,116,spotify:playlist:4fNFkoonNH6KSEhShyBR7l
5285,quarantine 2020,30,spotify:playlist:3xTJ7Nt84rfjTZiI4HvnfR
5286,I’m for sure in a stimulation,198,spotify:playlist:1Wc31Ez7ToVCsCZY5bjn3r
5287,Quarantine 2020,91,spotify:playlist:1Y52E9BkZF4CEl4iQEWmUb
5288,Quarantine Tunes 2020,202,spotify:playlist:0NgHo7LEq49vex2BooaQ3d
5289,quarantine 2020,84,spotify:playlist:4Q4kS097vewOay5LMQa2px
5290,2020 Quarantine,62,spotify:playlist:0kBZckeTDjEGlmdnw1595n
5291,lights lit,125,spotify:playlist:0W85T5xq79qp3FKqA8BqYv
5292,B’s Quarantine 2020🦋✨,142,spotify:playlist:6qUpp7NvTlFTZmjv9UTWGz
5293,Quarantine Life - 2020,13,spotify:playlist:6aIMlmIgv1AeHU4rHFNHts
5294,Quarantine 2020,19,spotify:playlist:3aYg2Dh0pA79IHzLlkZgKL
5295,Quarantine 2020 (Summer),57,spotify:playlist:0UJnDPAckxg5VMfXZijgUL
5296,quarantine 2020,73,spotify:playlist:4OfXhOlITcv4Tb4VoIQtkd
5297,Quarantine songs 2020,36,spotify:playlist:0ZrN0Hp9er0b4VuI8hNHMJ
5298,spring bests (aka surviving quarantine) 2020,43,spotify:playlist:0csWcJVIrOze9BBBgs888B
5299,Quarantine 2020,49,spotify:playlist:6XUJgGvL4Ps1pvq1icX6PH
5300,Quarantine 2020,34,spotify:playlist:0YrbevxCFFfCxtMmScxieN
5301,music im currently loving quarantine march 2020,60,spotify:playlist:5sB3YE7Rtp46zF1Qb5Dw5R
5302,quarantine 2020,44,spotify:playlist:5UjztcfcUiEwQjRE4Y7d5b
5303,Quarantine 2020,38,spotify:playlist:7zsntVHRqZfJdTC3ibvNWg
5304,Quarantine 2020,86,spotify:playlist:25yAXlQpktBLCJURa31H6W
5305,Quarantined 2020,167,spotify:playlist:6VCQzGNcy4eLVtaXlCAFzD
5306,quarantine/summer 2020,38,spotify:playlist:0TeIUmfUOZT6G8y1AE5Ds0
5307,Summer Quarantine 2020,169,spotify:playlist:3ugvuGifkKPHjqMc8iT4r0
5308,Quarantine 2020,15,spotify:playlist:5kJhtIw19DDHDNfUfZxqtr
5309,quarantine mood,155,spotify:playlist:77R6eMGNfXvJucvdhmyzd7
5310,2020 Quarantine🚫🖤,27,spotify:playlist:5gTeMbrsRqWSEsVmdQD75i
5311,Quarantine 2020,122,spotify:playlist:1h1oqM5qnaWt29Rsj11TYY
5312,Quarantine 2020,29,spotify:playlist:7eXr543h5VOpWrIM4NtYfX
5313,soft - quarantine spring 2020,78,spotify:playlist:05dfQlKKFII4DOWQEaP3CO
5314,quarantine 2020,52,spotify:playlist:1HXGJZZ229f3PAqojbPFvz
5315,Quarantine Summer (2020)  ,19,spotify:playlist:6wpHpElDDanPPlbgRu4fwY
5316,Quarantine Playlist Apr2020,160,spotify:playlist:5bEqvERy3RaPmzDbs7bvr4
5317,quarantine 2020💀,89,spotify:playlist:2RpsFpNFywSPNfacpVmTvp
5318,Quarantine2020,61,spotify:playlist:6iQ2rOrl41SxNyXp5NZgMR
5319,Sister Quarantine 2020,114,spotify:playlist:7d6536Qxy8FmlppcqeWxrH
5320,quarantine 2020,17,spotify:playlist:2p3taa3jZBm8fkw74Owm1E
5321,Quarantine 2020,38,spotify:playlist:0YzMAY0lmKPDdbOS6PXAsJ
5322,Quarantine 2020,32,spotify:playlist:0MJiN7WwUeJDNHqkZMglr8
5323,Quarantine 2020: Party & Bullshit,620,spotify:playlist:2YU1KehrH0mEGAUn6Y8GxJ
5324,Quarantine 2020,91,spotify:playlist:2yeArwSBEAU6Hqvsew8yGm
5325,Stuck at Home (Quarantine 2020),57,spotify:playlist:26fucDoaiNcbCvXSbpTS7r
5326,quarantine2020,14,spotify:playlist:19lrdLe3ySlWeRfBYfQE7J
5327,Quarantine 2020,206,spotify:playlist:0EbQx7u5Rm3zuugO3dpwL5
5328,Quarantine2020,46,spotify:playlist:7dOSpmbeYTRQr7XuZodw5O
5329,QUARANTINE2020,39,spotify:playlist:61tIbQFaES6ipLvDfg2Po9
5330,Quarantine Vibes 2020,82,spotify:playlist:5kPetZ7OrO2fc3tyTfEkuc
5331,A Summer in Quarantine (2020),154,spotify:playlist:65uFYqZw7RUTz9GxvVXGT9
5332,quarantined 2020,40,spotify:playlist:5byXrVDGxXsWmqzNXMYDtZ
5333,2020 quarantine ,35,spotify:playlist:2jufA0oo3t6crZlCxan7Jy
5334,Quarantine 2020 Jams,76,spotify:playlist:5aGEwSPzaQrxIqv33363Oa
5335,✨2020 Quarantine Playlist✨,34,spotify:playlist:0C9JSriwspg5JET4Yfdwao
5336,quarantine 2020,64,spotify:playlist:1bOIQyT4mn8ThbaiQURvFy
5337,Quarantine 2020,41,spotify:playlist:5eJME1yvVoelz5TEEjHwWv
5338,quarantine 2020,39,spotify:playlist:4g4QMZONjAQUTgadRqwbFH
5339,Quarantine2020,36,spotify:playlist:7efohb68yVERWn45IGkguF
5340,Quarantine 2020,7,spotify:playlist:3uOTQk4hQbXmElydyWxbQH
5341,2020 Quarantine,112,spotify:playlist:6Zw9SyIiTQRrUJOOJ2bqaf
5342,Jukebox Quarantine (2020),1469,spotify:playlist:5vKCI4eVlZ9J615DPWAWOb
5343,2020 Quarantine ,117,spotify:playlist:6Y2Gk9IS3SOMUyfmCE4ZnO
5344,Quarantine 2020,38,spotify:playlist:4lZxgNYqkn6YoHMgzgi5Ux
5345,Quarantine 2020,63,spotify:playlist:5g6bVEAgfu8vgtTlPbYwcQ
5346,quarantine 2020_ end of days ,918,spotify:playlist:46VIZLWXOeGBfSjGfdnWKk
5347,2020quarantined,179,spotify:playlist:10veEbhRhPU1vapCKo0TRd
5348,Quarantine 2020,44,spotify:playlist:5P8Ikg9Nsdw0BbRqaUhQIc
5349,Quarantine 2020,44,spotify:playlist:60dz9itmvFPGLMcDt5ujAZ
5350,Quarantine Beach 2020,111,spotify:playlist:08TMxM6giG9jeXUoyAq8i5
5351,"Nop, quarantine 2020",40,spotify:playlist:3hLeRw8onQQd2Y6yVwZuR4
5352,Quarantine 2020 ,52,spotify:playlist:1eJrzFouDNOTZOomuOq3Hz
5353,Quarantine 2020,38,spotify:playlist:1V8CnxmZL9LEDhq5IVsgLG
5354,QUARANTINE2020,127,spotify:playlist:6KMfujwSpZH28gSx5O9B4E
5355,Quarantine my 2020,187,spotify:playlist:21ydIPDMFXtJLuunfmDXQ5
5356,Balcony Quarantine 2020,56,spotify:playlist:6V8z4KwmsgYpRfomdknNdF
5357,2020 quarantine song,22,spotify:playlist:2dcPJpZcuaoiqxfnK5OJW9
5358,Shawn's Quarantine Mix - Spring 2020,227,spotify:playlist:3u07LjHUEOLaZXyp3f03m4
5359,Quarantine 2020,56,spotify:playlist:66dSU4LGjtpQdJqkZVHDpo
5360,Quarantine 2020,33,spotify:playlist:0fEsILCm2NEmYvOxs8NgkR
5361,2020 quarantine summer,71,spotify:playlist:4WYOEL8V5FjkA0Wgpwyt7t
5362,Quarantine 2020,46,spotify:playlist:3d3NRSOdZV6qOFT1gBvv9r
5363,2020 Quarantine,82,spotify:playlist:3qjk2uKCuogDNgpG5B8JBi
5364,2020 quarantine,72,spotify:playlist:0ElJW9QAGDFGNQK4yXKQsN
5365,2020 Quarantine,257,spotify:playlist:5tDvP5MzdovrpEKkK7mnwe
5366,Quarantine 2020 #2,120,spotify:playlist:3qOkBmychOEKjonQ2THg9L
5367,Quarantine 2020,50,spotify:playlist:6drb223sa9Ngr04cK4Kg0N
5368,quarantine 2020 🥰🥵,249,spotify:playlist:6chLt4RuCYj59wJOHTP1UZ
5369,Quarantine 2020,36,spotify:playlist:4XRfQZxCIN6l4txV57k3HU
5370,2020 quarantine summer  ,183,spotify:playlist:2nA9zS0tFFGp4FYy2YKIm6
5371,Quarantine 2020,119,spotify:playlist:5y9nVnP8UM3inrrZn6YXP4
5372,Quarantine 2020,70,spotify:playlist:1W2Td68hKyiBYghrrF7MZ4
5373,Quarantine 2020 Fav,61,spotify:playlist:2gonZGMLykigZQRXKDnWbU
5374,Quarantine 2020/throwback,227,spotify:playlist:5Le16Mt4RQg5dNITUxSHsK
5375,Quarantine 2020 County,66,spotify:playlist:7JiGQlFxyBXfGRUaGGldOV
5376,Quarantine 2020,1134,spotify:playlist:4lB7gwWDSyLnzXUX7VSXJ2
5377,Quarantine 2020,144,spotify:playlist:4ITb8V8J9PzLGDcrDE9Ihs
5378,quarantine 2020,31,spotify:playlist:0jigGGosbbzFwBTM6r5ZG8
5379,Quarantined Perreo 2020,68,spotify:playlist:2BMrNNI4414uwWhwEKbsNn
5380,SUMMER 2020: POST-QUARANTINE,399,spotify:playlist:6xYyfiFrTu395Ss00QwBxL
5381,Quarantine 2020,76,spotify:playlist:53oKdwAQKOMtvnKc9TgoAX
5382,quarantine 2020,54,spotify:playlist:5iGsnVxa2R1AS8QcoUPRfM
5383,quarantine 2020,17,spotify:playlist:3sSLTqAzzXeala6auklZBA
5384,Quarantine 2020,50,spotify:playlist:3Jzg5p5XlyrfsYpvpDvrDK
5385,Quarantine2020,15,spotify:playlist:4rMX0Hh8yDaV6t0pZFyWDa
5386,quarantine 2020 ,47,spotify:playlist:4hoSV5PrGSJKqUDgCnK38y
5387,2020 quarantine ,183,spotify:playlist:02TJXrU073CRiA3ZVtD4rU
5388,months in quarantine 2020,166,spotify:playlist:73JQej6wXlTCMJGpATmpwz
5389,quarantine 2020,86,spotify:playlist:1boLNEVyLholrap2ZEnjc2
5390,Quarantine2020,65,spotify:playlist:2MfAVgkfFuEy7UGFcgnxX7
5391,Work Playlist Quarantine 2020,108,spotify:playlist:7C3ZZoGe6fGFrH0N3QB6GI
5392,Quarantine 2020,34,spotify:playlist:4XNNC7w1rYbs1Vu5MOxnFM
5393,Quarantine 2020 ,30,spotify:playlist:3igMtwm4P3URDephRnk9zy
5394,Quarantine 2020,61,spotify:playlist:2Ea8ZdgQjAOwZwU1MY5h7r
5395,Quarantine 2020 | Just Hold Tight,104,spotify:playlist:6kWV2BsbBeZrnzx2s5437M
5396,Quarantine 2020 🤑,27,spotify:playlist:5dvBAucW5EzwXcbbonc9q6
5397,Summer Quarantine 2020,58,spotify:playlist:2tVjLobuSbVpnbKrcyg6T0
5398,2020 QUARANTINE (EDM),286,spotify:playlist:1ua526ZrpT0opCtccxwZuR
5399,Quarantine 2020,79,spotify:playlist:33HNTaU1PqLICiiyx8GK5G
5400,Summer 2020 (in quarantine),203,spotify:playlist:3s9CYmzp2n8Q1IXW8Fu2cL
5401,Quarantine 2020,100,spotify:playlist:5m3bAWHCaWmPUyo71fX3h4
5402,quarantine 2020,139,spotify:playlist:4rva0ppMYjMvHuFeuMl45C
5403,quarantine 2020,113,spotify:playlist:7lzNk4WUWn7ScJ6dzlFPOs
5404,March 28 - __,48,spotify:playlist:6PEdQLS2UJXmFsoaBlcG8d
5405,Quarantine 2020,13,spotify:playlist:2gahIqruguEts6hQFkvnhg
5406,2020 Quarantine,22,spotify:playlist:3EA39Vn16rv5rO7rfgZf61
5407,Quarantine 2020,78,spotify:playlist:2uvBmV6qlbrW5EyljtL4sj
5408,Quarantine 2020,34,spotify:playlist:0h1Uc7sSMg7V0KtPvb9Qk7
5409,2020: Quarantine Flowers Still Smell Sweet,89,spotify:playlist:53bVAyew3UeAAXXx1ITNp3
5410,quarantine 2020,19,spotify:playlist:3lOqXXCYyGzZxd73FTVcdx
5411,Quarantine 2020,23,spotify:playlist:71WNJsQlDTZ6hveqxv3e1E
5412,quarantine 2020,32,spotify:playlist:57cX5vJEfDBsVbD5r3pcAy
5413,favourites of 2020 quarantine,110,spotify:playlist:1KOhgxLCp6JRSVeVc2pKIY
5414,quarantine 2020,10,spotify:playlist:5DBIgTStoRAnatRUjfjJS8
5415,Quarantine 2020,37,spotify:playlist:2BdIBeOuYZdNoQc23aax3l
5416,2020tunes/quarantine shed,84,spotify:playlist:20S9n9Gr0ZRl2H2dqrrhgU
5417,Quarantine  2020,141,spotify:playlist:19wyprJM0X9SaUbFhpoFRD
5418,2020: quarantine,154,spotify:playlist:70EhkzWnCh9H7gUuK4EpOZ
5419,Quarantine 2020 🌻🌊,78,spotify:playlist:6N7Ed6rWTS08fkJZGp9B8J
5420,Quarantine 2020,19,spotify:playlist:6oBe8h6mCas9j7yD2ydclU
5421,2020 SUMMER/QUARANTINE ,68,spotify:playlist:6OmZYX2q1VERK54FIGg0GY
5422,QUARANTINE2020,75,spotify:playlist:2KVWtGztpFNpXlMjfnudEE
5423,Quarantine 2020,16,spotify:playlist:6TtzB117eGzxGXorCdgL5I
5424,2020 V2 (Quarantine),72,spotify:playlist:4dfcngmo16SgurzPc7nvru
5425,Quarantine 2020,115,spotify:playlist:0CLI0JVigOk9UApN7sreLq
5426,quarantine 2020☹️,62,spotify:playlist:0wv4iewipP4rlaM3dY9lft
5427,2020 quarantine,84,spotify:playlist:6ioFaMFtBtLvtqr2JHGAvM
5428,quarantine 2020,37,spotify:playlist:3PS9Nfe8ONH9vGwqOjrbUw
5429,Quarantine2020 ,370,spotify:playlist:7IZ2MRXWSgbKrdF7jCbvcP
5430,Quarantine 2020,82,spotify:playlist:2PBRVD6TKIEoA2XOty7UmB
5431,Quarantine 2020,13,spotify:playlist:51OodapNFY5rOz2RzasLRR
5432,Quarantine Jams - Party of One,211,spotify:playlist:7qgk7z1pZVCtB9TP70AMT3
5433,Quarantine Tunes 2020,219,spotify:playlist:0feQj1dc64gqAzMzW7vY2f
5434,Quarantine/Spring/2020 Dreams 🌛🌜,63,spotify:playlist:3lHrYtnZfAgjugbJfgPoHP
5435,Quarantine 2020,473,spotify:playlist:2fm9JWf8zk1eyURVZR0OA1
5436,JUNE 2020 QUARANTINE,90,spotify:playlist:0rkZgFz3qxkBN1nKxGbM6P
5437,Quarantine 2020,37,spotify:playlist:471EWerR3nidNwY9qHNnfE
5438,Quarantine Spring 2020,154,spotify:playlist:7gQL1pP3ef5CQnIiHZYV4s
5439,Quarantine 2020,320,spotify:playlist:6mjbSWpbgD8qXbzXJFUM7w
5440,Quarantine 2020,75,spotify:playlist:1XQXxA0r0PDTWuaegslG8C
5441,Quarantine Life 2020 ,26,spotify:playlist:5Kgb4NIWP3dVFpICNGXLhR
5442,2020 Quarantine,34,spotify:playlist:4GzSpEE8ll9wsTtkP0ZdEJ
5443,quarantine 2020,244,spotify:playlist:4La3B2flVBKsNSXtY9lc7C
5444,Quarantine 2020,10,spotify:playlist:4Adl2c9F4xBAvKCsZJd2Sv
5445,Quarantine 2020,343,spotify:playlist:6eoTkj3kvbHB8eLdHCQDCQ
5446,Quarantine-APR2020,168,spotify:playlist:3buZY8wK9m6zg9HQvK51c8
5447,Quarantine 2020,29,spotify:playlist:4z06qAma7kiHBVXAChcvGc
5448,Quarantine Summer Jams 2020,215,spotify:playlist:0ifhrBtp8Y180dFygTtivk
5449,Quarantine 2020,32,spotify:playlist:32rQgc2UXSfTIwLCkhOSGe
5450,Quarantined Summer2020,82,spotify:playlist:42eo0j2okav52bhCmvlF0u
5451,Quarantine 2020,78,spotify:playlist:0S7z96qMijaLJTPMExT9yr
5452,Quarantine 2020,35,spotify:playlist:2u6akzjOdslSoOSIcKtIn9
5453,Quarantine 2020,26,spotify:playlist:2l9g6aUV9ngzsu4dN2Ew8d
5454,quarantine 2020🐯,55,spotify:playlist:0k6k9EnLrKR0vlsfodtSab
5455,Quarantine 2020,99,spotify:playlist:1nzddR5uSG1LGiE4JbKiMP
5456,   - Quarantine 2020 -,52,spotify:playlist:5DwA3bqtP1UlbxTss7MIzz
5457,Quarantine 2020,54,spotify:playlist:33ntXOvOsCOInYlwrk4Lvx
5458,quarantine 2020,47,spotify:playlist:4DDpI0wm217E7zonNoZLCK
5459,quarantine 2020,19,spotify:playlist:6A5UkGYl9q2wUxdE0s8IgZ
5460,Quarantine 2020,153,spotify:playlist:1lM569N008iJ6XLvvvPO2U
5461,Quarantine Queen Workout 2020,141,spotify:playlist:763Wq68RwZoY9Jv5mG21XO
5462,quarantine 2020 😷,83,spotify:playlist:2mdV7ELPJIqSoEp6LkSMf8
5463,Quarantine 2020,84,spotify:playlist:5UgNgNFtHZsSGcxugKNS67
5464,2020 quarantine,53,spotify:playlist:1RLcj7zf1HMc00QvxQgC1M
5465,quarantine 2020,81,spotify:playlist:3ifCtXMVFr381D3WjamT8l
5466,Quarantine House 2020,589,spotify:playlist:2532v1q8pJXXx7Qcnn3gNf
5467,Quarantinepop2020,80,spotify:playlist:6PcUn8SReH3gX8hCnjiYaf
5468,Quarantined Summer Sounds (2020),43,spotify:playlist:35k4hOejtdZvyceKdYy83r
5469,Quarantine 2020,69,spotify:playlist:6i0uGqAqKSt48vsII7BoSg
5470,Quarantine 2020,45,spotify:playlist:1QsZda9DTRKHlfoZKCCeWy
5471,Quarantine 2020,72,spotify:playlist:4nnmTki7QbymQLZj0e2Rh6
5472,Quarantine2020,384,spotify:playlist:4oKY8bFQzrCnaXRCdWw1h2
5473,Quarantine 2020,10,spotify:playlist:67rTWozNvNSq3yi4o42vQh
5474,quarantine summer (2020),81,spotify:playlist:21v7eoUYT5srBwH7I5Gbd1
5475,quarantine 2020,23,spotify:playlist:32Y3gnCDQdRDOQDbR5zxAo
5476,mexico quarantine 2020,66,spotify:playlist:7kxFCxK1zEy3krM0FlpTbM
5477,Quarantine 2020,118,spotify:playlist:2Hq2EjUXvEVIzLUONb2xm6
5478,quarantine summer 2020 bangers,128,spotify:playlist:4nO87U4F8Pw0wG7hs06QE6
5479,Quarantine 2020,151,spotify:playlist:3atxsNlTaf9vnKhSo7jzxY
5480,2020 quarantine,115,spotify:playlist:5uffa1LKYgMjX105KxitOn
5481,QUARANTINE CLEAN (2020) ,85,spotify:playlist:6TyJ4tjIcEPI8HQqh0XoBL
5482,2020 quarantine,96,spotify:playlist:6aAifr8j59a1TRgYVfwKaT
5483,Quarantine 2020,22,spotify:playlist:1Yot8R0K5NS9m6b8Tog7LJ
5484,🦠Quarantine 2020🦠,28,spotify:playlist:0FNsrgCZamCdMEKUeXwfrB
5485,quarantine 2020,41,spotify:playlist:1jc09414eKCAz4Skomw7Sa
