,uri,count,name,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
63027,spotify:track:1r3M82sqImOu3AUwRdELRT,17,23,2/16/2018,60,TRUE,0.803,0.637,4,-7.191,0,0.105,0.276,1.68E-05,0.22,0.5,97.032,181613
63055,spotify:track:3CYH422oy1cZNoo0GTG1TK,37,Psycho,12/23/2019,80,FALSE,0.664,0.666,8,-2.203,1,0.0446,0.193,0,0.0854,0.405,139.987,210560
63065,spotify:track:1cgBWgoL6520lR2QZDzdGN,10,MOVE,10/16/2017,65,FALSE,0.697,0.713,8,-5.273,0,0.115,0.0153,0,0.0857,0.667,99.964,211949
63073,spotify:track:0zYqFyhiTj419q56lNsjk0,13,Don't Know What To Do,4/5/2019,70,FALSE,0.628,0.64,6,-4.164,0,0.049,0.0992,0,0.138,0.409,129.815,201081
63141,spotify:track:0O22hXRIdbyrnMQk7VldC9,13,Punch,5/19/2020,67,FALSE,0.636,0.915,1,-3.473,1,0.183,0.0353,0,0.0978,0.511,90.946,204000
63142,spotify:track:3k7ikTNf1Ms0ZfTsoe9Blk,12,Mayday (Feat. Joy),5/20/2020,63,FALSE,0.645,0.641,4,-6.39,0,0.0764,0.511,0,0.197,0.574,74.977,199267
63166,spotify:track:4gGZc6MMYavM5KFS2zwOVL,14,1 Billion Views,7/13/2020,72,FALSE,0.735,0.727,0,-2.837,0,0.0364,0.362,0,0.0997,0.612,111.928,209253
63169,spotify:track:4CoxD8tetisleUQDA7vn1B,11,What You Waiting For,7/22/2020,73,FALSE,0.765,0.688,8,-5.072,1,0.0731,0.0164,0,0.112,0.794,121.901,175327
63171,spotify:track:7Acvy2L38SCipAeMPOK8Ro,12,HOLO,7/23/2020,71,FALSE,0.406,0.474,6,-6.349,1,0.0295,0.768,0,0.106,0.206,179.914,178520
63197,spotify:track:2fhXxiuLeTO7TptXXQcg79,10,Banho de Folhas,10/26/2017,57,FALSE,0.825,0.447,6,-13.293,0,0.0996,0.735,0.0834,0.126,0.718,116.015,389253
63303,spotify:track:521Os1SMlxmsoevsqyjNmJ,21,Changes,2/14/2020,68,FALSE,0.485,0.412,9,-7.766,0,0.042,0.738,0,0.12,0.612,64.062,135493
63379,spotify:track:12Fkyg9lpmaz2zmKOfw2Y2,12,On The Road (feat. Meek Mill & Lil Baby),9/6/2019,76,TRUE,0.442,0.737,7,-5.046,1,0.109,0.0589,0,0.102,0.21,112.93,218320
63389,spotify:track:3JjY4IgdeK1w8qMBm0yWyw,12,Past Life,3/6/2020,62,FALSE,0.583,0.627,3,-5.882,1,0.0343,0.144,0,0.219,0.535,159.921,181112
63403,spotify:track:0nnRUsgfm4uQUYTCIH9NZy,12,Pills N Potions,12/15/2014,64,TRUE,0.391,0.604,2,-8.104,1,0.212,0.00812,5.18E-06,0.0443,0.168,169.658,268000
63454,spotify:track:5hwh37sTi84MVhCBMWzhGE,11,Superficial Love,11/27/2015,72,FALSE,0.477,0.242,8,-9.162,1,0.0529,0.928,0,0.0818,0.488,43.509,207973
63475,spotify:track:2fZQIJew3nkNe99s2PKzul,18,Bad Liar,5/18/2017,71,FALSE,0.965,0.414,1,-6.408,1,0.0713,0.189,0,0.0767,0.728,121.032,214648
63495,spotify:track:74JdR9aXE6I74oS1BVRsvb,17,O-o-h Child,11/6/2001,65,FALSE,0.488,0.754,5,-7.95,0,0.0381,0.00154,2.42E-05,0.678,0.664,88.369,197160
63500,spotify:track:4RE3vueod5PL48rvHtuu9C,23,Peer Pressure,5/10/2019,74,FALSE,0.631,0.715,1,-6.083,0,0.0277,0.0299,0,0.122,0.42,135.826,176827
63502,spotify:track:1x3W8RZxW94lrVGhP95qA6,12,You Are The Reason - Duet Version,11/30/2018,72,FALSE,0.403,0.356,10,-7.547,1,0.0298,0.382,0,0.148,0.151,171.454,190760
63516,spotify:track:5TvE3pk05pyFIGdSY9j4DJ,13,Say Something,1/13/2014,72,FALSE,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89E-06,0.0913,0.0765,141.284,229400
63529,spotify:track:3Yn97I3qIj7Px0Bi4rkD2q,10,Evermore,3/10/2017,64,FALSE,0.285,0.396,1,-8.741,1,0.0318,0.674,6.60E-05,0.102,0.219,79.442,194542
63688,spotify:track:2zQl59dZMzwhrmeSBEgiXY,10,Watermelon Man,10/26/1973,58,FALSE,0.724,0.414,1,-11.19,1,0.0588,0.262,0.111,0.0785,0.719,146.939,388960
63693,spotify:track:67ncFJWaIbJdqZl1bpEppz,13,Movin' on Up,9/23/1991,64,FALSE,0.516,0.76,5,-12.437,1,0.0333,0.103,0.00068,0.0666,0.573,94.249,228267
63733,spotify:track:615vw74T1NebV8pKoutm2J,39,Righteous,7/10/2020,88,TRUE,0.706,0.625,0,-7.426,1,0.0314,0.0417,0,0.129,0.225,142.948,242181
63734,spotify:track:7IMwEtpAiJanqF6vQteZN2,26,Turks (with Gunna & ft. Travis Scott),5/8/2020,73,TRUE,0.894,0.618,7,-4.356,0,0.129,0.0808,0,0.558,0.379,119.1,161320
63749,spotify:track:5m0yZ33oOy0yYBtdTXuxQe,16,Low Down,5/1/2020,66,TRUE,0.962,0.619,10,-5.562,0,0.405,0.0354,0,0.083,0.154,127.958,144652
63750,spotify:track:0zlru783fmr588D5RY9ERU,14,All In,5/1/2020,66,TRUE,0.837,0.663,11,-6.434,1,0.334,0.0762,0,0.0941,0.293,95.081,156032
63751,spotify:track:26nWw7LWlId9myIxHMHXmm,23,Accidents Happen (with Lil Tjay),4/10/2020,61,TRUE,0.697,0.675,10,-7.332,0,0.227,0.0597,0,0.192,0.183,144.948,204117
63763,spotify:track:6PrKZUXJPmBiobMN44yR8Y,10,The Ecstasy Of Gold,1967,65,FALSE,0.134,0.474,9,-13.864,0,0.0518,0.826,0.58,0.195,0.133,98.854,203227
63764,spotify:track:2HsSzwrvvgiYSCdsYLiJWB,12,Young Grizzley World (feat. A Boogie Wit Da Hoodie & YNW Melly),6/7/2019,69,TRUE,0.779,0.705,8,-6.383,0,0.051,0.237,0,0.0899,0.451,122.996,332195
63777,spotify:track:1IeXZVBNGJJExnzNmXcLRX,10,Ten Talk,4/24/2020,63,TRUE,0.823,0.381,5,-12.361,0,0.307,0.288,0,0.0718,0.794,83.497,172670
63778,spotify:track:5E1aFH3QO8NHlocnXIPTYo,30,Go Crazy,5/5/2020,45,TRUE,0.755,0.578,0,-8.932,0,0.145,0.316,0,0.25,0.581,94.148,176960
63781,spotify:track:1fBl642IhJOE5U319Gy2Go,43,Animal,1/1/2010,71,FALSE,0.482,0.833,5,-5.611,1,0.0449,0.000346,0,0.365,0.74,148.039,212293
63834,spotify:track:4hqOmrCCJKyiuwDexd8c2t,15,Price On My Head (feat. The Weeknd),3/26/2019,67,TRUE,0.768,0.574,6,-6.104,0,0.136,0.384,1.65E-05,0.336,0.278,74.949,217776
63838,spotify:track:5czZkLGepjburbkbEaCfm4,17,Cemetery,2/21/2020,64,FALSE,0.652,0.8,9,-7.37,1,0.0313,0.124,1.87E-05,0.121,0.933,126.985,177107
63850,spotify:track:1lpLrlyweOShEKXT1bpcDd,19,Looking Out for You,11/6/2015,67,FALSE,0.682,0.9,9,-5.028,1,0.0873,0.0891,0.063,0.0685,0.937,100.721,179499
63853,spotify:track:7KwJrAQMoJyUEBes3evMLv,16,Orpheus Under the Influence,1/22/2014,59,FALSE,0.362,0.871,2,-6.546,1,0.0502,0.0365,0.000256,0.114,0.526,151.722,134080
63856,spotify:track:35Ki1lvKPC2sFBD3GmKdRG,35,Televised,5/26/2017,67,FALSE,0.591,0.746,8,-7.762,1,0.0444,0.000729,0,0.127,0.432,107.965,194717
63874,spotify:track:0ijiuWyVbNzg6Kw1Z1BVb8,19,Miracle Man,8/2/2019,56,TRUE,0.671,0.465,0,-8.165,1,0.0313,0.0896,0,0.431,0.685,140.012,124579
63877,spotify:track:0AsUVUloJ52ZCXmqrMFgOI,11,Run the World!!!,11/14/2019,60,FALSE,0.706,0.631,0,-7.711,1,0.0553,0.158,0.000607,0.0374,0.424,160.064,176250
63891,spotify:track:2yfu1w0yFYHAHnr4p5JS7V,20,Vowels (and the Importance of Being Me),4/8/2016,64,FALSE,0.484,0.875,4,-5.237,1,0.0541,0.00154,9.64E-05,0.169,0.724,150.021,184436
63893,spotify:track:3IxKc2OLHw5ltmUkQKoUkV,10,False Direction,11/14/2019,58,FALSE,0.68,0.584,11,-10.459,1,0.0617,0.0304,0.000945,0.106,0.77,149.976,277200
63897,spotify:track:7mjOxXnZYbGtgjyX0hqaLs,23,Losing You,10/5/2018,64,FALSE,0.597,0.771,5,-10.717,1,0.0394,0.0111,4.68E-06,0.0987,0.811,104.008,186681
63898,spotify:track:76c1AuZodByXM3X2k48wju,15,Dope on a Rope,9/30/2016,63,FALSE,0.42,0.901,7,-3.857,1,0.0955,0.00173,0,0.366,0.74,145.965,250320
63901,spotify:track:3iFYY09Z5yoNy1QnJBt4AR,15,Candy Wrappers,7/18/2017,48,FALSE,0.692,0.546,5,-7.33,1,0.0262,0.696,0.415,0.302,0.483,95.042,194418
63902,spotify:track:3VIJBrMpvimHEw5wtPh2wB,14,Money,1/1/2011,65,FALSE,0.603,0.918,4,-6.652,0,0.0641,0.216,0.146,0.284,0.452,102.473,233639
63903,spotify:track:47o0JpUemOGkFRY3gEUwxA,12,Darling,6/14/2019,57,FALSE,0.664,0.548,0,-7.642,1,0.0461,0.179,0.00406,0.208,0.206,128.991,165578
63904,spotify:track:6N3aShaAM8V6valfHIFVOr,13,I Dare You,8/9/2019,54,FALSE,0.509,0.883,1,-3.206,1,0.0529,0.00681,1.80E-06,0.0471,0.863,203.997,170833
63907,spotify:track:6TEiFwaiHERpdfG6WnGed1,42,New Flesh,2013,74,FALSE,0.621,0.594,9,-16.066,1,0.0384,0.887,0.498,0.0917,0.698,165.863,167987
63908,spotify:track:6KKHXbJtnJPjla3V49YPac,21,"Prune, You Talk Funny",12/5/2017,66,FALSE,0.57,0.75,10,-7.193,0,0.0383,0.0177,0.00247,0.197,0.578,140.063,212701
63909,spotify:track:6zHyWsqTzT6Fympdy9KQDQ,33,Dontmakemefallinlove,5/4/2018,72,FALSE,0.388,0.904,8,-4.934,1,0.0741,0.373,0.431,0.0755,0.839,103.802,207692
63910,spotify:track:3OYSWIgKXiwjutuQ4NEk1b,10,wtf,10/5/2018,59,FALSE,0.714,0.567,6,-10.738,1,0.0325,0.0496,0.000115,0.0586,0.953,127.972,72187
63911,spotify:track:2dIeraguJ8SoHDqXfSZelZ,33,Lava,5/3/2019,66,FALSE,0.62,0.616,1,-10.071,1,0.143,0.304,0.00954,0.264,0.67,169.139,157303
63913,spotify:track:3bDJVbs8h1EpMsZmo3YNtp,10,no friends,4/14/2020,55,TRUE,0.674,0.357,0,-8.588,0,0.0894,0.371,3.06E-05,0.34,0.6,82.023,105571
63914,spotify:track:1175r6ZmkUjX8dRJLz9Ohk,27,I Love You So,11/28/2014,70,FALSE,0.578,0.669,10,-4.898,1,0.0377,0.65,0,0.13,0.503,75.995,160254
63916,spotify:track:0X5mtNbqxbiTYkwj0CQc2f,45,Crash My Car,2/21/2020,69,FALSE,0.244,0.645,5,-5.863,1,0.0456,0.00178,0.00574,0.301,0.529,183.577,188307
63917,spotify:track:49shtsiVxakpVGxSltpgjX,13,It's Only Right,4/6/2018,59,FALSE,0.447,0.663,11,-7.399,0,0.033,0.00222,0.00275,0.127,0.456,153.87,274520
63920,spotify:track:0MgOsVty0YR1kas7x16yoS,14,Freaking Out The Neighborhood,8/9/2013,53,FALSE,0.573,0.819,8,-5.735,0,0.0866,0.061,0.029,0.386,0.832,143.263,173867
63926,spotify:track:5MAjVARSIDzwz8jFG36hFu,16,dead girl in the pool.,5/8/2019,68,TRUE,0.689,0.662,7,-6.732,1,0.0612,0.218,3.25E-05,0.395,0.673,129.957,186643
63927,spotify:track:0Ceozg27V0Ws9jgQixD8fr,14,Lose It,10/14/2016,62,FALSE,0.792,0.41,5,-10.141,1,0.0492,0.334,2.19E-05,0.106,0.561,112.043,240533
63929,spotify:track:6ixkZ2Q9gQeh52C6GxbETg,28,Kids,10/17/2016,70,FALSE,0.827,0.66,6,-9.669,1,0.0337,0.508,0.403,0.0756,0.904,113.449,269143
63934,spotify:track:7a2IJHzw9WJjoknwdnCop0,36,hello!,11/13/2019,64,FALSE,0.791,0.462,10,-4.023,1,0.0383,0.505,0,0.0991,0.556,125.913,188547
63936,spotify:track:2NBxGmbCTLArOiMyWEWsPE,10,I Threw Glass at My Friend's Eyes and Now I'm on Probation,2/4/2017,63,TRUE,0.457,0.943,1,-5.271,0,0.0768,0.216,0.000245,0.206,0.373,101.837,157440
63953,spotify:track:4gbVRS8gloEluzf0GzDOFc,20,Maps,9/2/2014,76,FALSE,0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,189960
63957,spotify:track:0z9dPcBhJvqO06QMaKelUE,15,Drunk on Halloween,10/12/2018,63,FALSE,0.631,0.634,6,-4.456,1,0.0247,0.231,1.30E-05,0.0924,0.774,100.967,237027
63958,spotify:track:5dmPNuHmRRJuHmJTDa7NuJ,30,Bambi,9/28/2018,66,TRUE,0.739,0.471,8,-8.456,1,0.0436,0.0661,9.78E-05,0.116,0.31,90.002,194400
63974,spotify:track:2RycgtfFQZOPgEGrzBGE0j,11,Getsomerest/sleepwell,4/16/2017,66,FALSE,0.637,0.394,7,-13.536,1,0.286,0.605,0.305,0.0968,0.361,132.015,332173
64004,spotify:track:3q2v8QaTnHLveAQzR6gvYm,12,"Sing About Me, I'm Dying Of Thirst",2012,60,TRUE,0.654,0.753,11,-7.556,0,0.395,0.303,8.08E-05,0.13,0.371,110.722,723573
64094,spotify:track:3UEnF6y5tyHVtMzldS3svp,11,Everything Black,3/10/2017,73,FALSE,0.62,0.864,5,-4.334,0,0.114,0.0323,0,0.117,0.395,98.059,228980
64153,spotify:track:4LkLfPYc3yjOta7Gk8FDRB,11,Think About Me,10/13/2017,66,TRUE,0.547,0.294,7,-10.202,1,0.0482,0.0607,0.786,0.0933,0.11,105.027,246240
64327,spotify:track:5rjJyv6c4qXD2SKwdQx6wT,23,Pomegranate,5/20/2020,64,TRUE,0.729,0.863,5,-3.731,1,0.21,0.116,0,0.105,0.451,98.992,207903
64387,spotify:track:4vaxvNDaLSoD36iZX515ug,12,Betrayed,4/6/2018,74,TRUE,0.821,0.434,10,-9.194,0,0.118,0.434,0,0.128,0.241,120.012,187173
64407,spotify:track:3vWzyGTu6Ovo1GdrcJqH6e,12,Scared of the Dark (feat. XXXTENTACION),12/14/2018,72,FALSE,0.443,0.623,0,-6.717,0,0.0718,0.0468,0,0.247,0.156,79.365,233000
64410,spotify:track:0DJBgBiYeSn6n1AXAkFVE8,13,I Am,2/9/2018,61,TRUE,0.601,0.583,8,-5.725,0,0.263,0.144,9.73E-05,0.183,0.32,148.785,208760
64412,spotify:track:1eLSF6HfrRA0AsNmTkUlKx,10,"King's Dead (with Kendrick Lamar, Future & James Blake)",2/9/2018,65,TRUE,0.566,0.724,1,-4.574,1,0.323,0.00102,0,0.158,0.407,81.774,225267
64438,spotify:track:7J2gyNghNTzl4EsLhXp01Q,14,infinity (888) - feat. Joey Bada$$,3/16/2018,70,TRUE,0.562,0.579,10,-6.788,0,0.484,0.274,0,0.102,0.577,84.143,176591
64449,spotify:track:5Psnhdkyanjpgc2P8A5TSM,11,Emotionless,6/29/2018,66,TRUE,0.414,0.677,1,-5.12,1,0.254,0.0248,0,0.0793,0.0853,172.521,302173
64452,spotify:track:4HG1YiGBseVKzjyKcmAJen,10,Summer Games,6/29/2018,62,FALSE,0.776,0.482,1,-11.269,1,0.0357,0.477,0.0456,0.11,0.134,136.008,247893
64453,spotify:track:2WP8G2pdddDmnh1xbfKBOI,12,Finesse,6/29/2018,71,FALSE,0.807,0.319,0,-8.152,0,0.0581,0.133,0.000338,0.101,0.299,94.992,182080
64565,spotify:track:4OGIeHtYhRTJ8iW21UUyZW,16,Bad Bitch From Tokyo (Intro),7/3/2020,76,TRUE,0.645,0.64,10,-6.871,0,0.179,0.395,1.04E-05,0.286,0.674,140.248,48000
64566,spotify:track:6PnTgx9lyvLGIcPnroCvc2,18,Dior - Bonus,7/3/2020,75,TRUE,0.676,0.746,7,-7.837,1,0.344,0.0893,0.00157,0.412,0.675,142.035,216244
64576,spotify:track:3AQrryq4mc956K3RtLZAFo,18,Tonight (I Wish I Was Your Boy),5/22/2020,49,TRUE,0.496,0.444,7,-7.231,1,0.0522,0.123,1.67E-05,0.214,0.282,172.108,247265
64583,spotify:track:0fzE5LlGfQwJLvEiJ7UqUZ,11,Photo ID,4/29/2020,54,TRUE,0.822,0.66,1,-3.637,1,0.0819,0.111,0,0.143,0.802,113.956,265263
64585,spotify:track:5RxpYHVbGJPOvSEATQyg9P,41,Lucy,3/22/2018,68,TRUE,0.647,0.537,6,-12.006,0,0.21,0.43,0.000258,0.119,0.846,84.46,142500
64587,spotify:track:2m7AO4zLdkbd5SRmjNfnwz,11,No Use,5/29/2020,56,FALSE,0.817,0.668,8,-9.042,1,0.118,0.0258,2.17E-05,0.0743,0.963,93.999,196973
64589,spotify:track:0cih1F5wMrqk7boDneVxkB,17,for the people in the back,5/27/2020,61,TRUE,0.778,0.738,1,-4.413,1,0.0588,0.109,3.03E-06,0.393,0.869,156.071,154405
64600,spotify:track:1t46CVb0ge4YrBXKogogSg,28,Things Won't Go My Way,3/27/2020,58,TRUE,0.74,0.642,9,-6.805,1,0.0291,0.0599,3.71E-05,0.802,0.591,130.03,170538
64603,spotify:track:0FWsLGmt2wFmXGJysC9Qn9,16,I Didn't Realize How Empty My Bed Was Until You Left,10/27/2018,66,TRUE,0.872,0.752,4,-9.425,1,0.156,0.298,0,0.138,0.327,118.002,170906
64612,spotify:track:5KRyn0z6znMxUUojq0NzuQ,11,Happiness In Liquid Form,4/7/2020,61,FALSE,0.692,0.854,6,-4.543,0,0.0672,0.00181,0.00762,0.333,0.833,124.008,212825
64660,spotify:track:6CTG85NJI1Wm60pxTSRNwL,10,Never Catch Me,10/6/2014,59,FALSE,0.526,0.936,8,-4.576,1,0.263,0.316,0.000384,0.261,0.283,81.305,234487
64673,spotify:track:5L2l7mI8J1USMzhsmdjat9,11,Red Lights,6/13/2014,68,FALSE,0.654,0.83,10,-4.801,1,0.0366,0.000629,1.13E-06,0.121,0.548,124.989,262200
64818,spotify:track:7piU1yHaKMD9PaOPvEymOr,10,Drinking Problem (feat. 27CLUB),6/27/2019,69,TRUE,0.514,0.712,2,-7.281,1,0.334,0.428,8.77E-06,0.112,0.487,76.393,155893
64961,spotify:track:2cGxRwrMyEAp8dEbuZaVv6,40,Instant Crush (feat. Julian Casablancas),5/17/2013,75,FALSE,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942,337560
64985,spotify:track:454I78HEySdcHE8fcVabTb,12,Amsterdam,9/8/2017,64,FALSE,0.511,0.934,3,-4.561,1,0.242,0.00403,3.54E-05,0.242,0.668,168.061,272240
65027,spotify:track:31L9yLXSj6LpCFupyMV6CR,17,Up&Up,12/4/2015,69,FALSE,0.48,0.718,7,-5.461,1,0.0603,0.0485,0.000343,0.102,0.252,163.987,405320
65050,spotify:track:1UYj8qTWjneZJDVjUMwMub,12,The Moment,7/17/2015,65,FALSE,0.547,0.827,7,-6.036,1,0.0468,0.000296,0.101,0.0858,0.451,119.089,255413
65053,spotify:track:2U8g9wVcUu9wsg6i7sFSv8,14,Every Teardrop Is a Waterfall,10/24/2011,68,FALSE,0.425,0.733,9,-6.883,1,0.0396,0.00193,0.00922,0.171,0.313,117.985,240796
65153,spotify:track:5vfjUAhefN7IjHbTvVCT4Z,10,Holiday,3/30/2005,68,FALSE,0.538,0.884,8,-3.251,1,0.031,0.000138,0,0.466,0.736,146.511,233027
65154,spotify:track:172u95XX2JxIfBZi1v0vKN,10,Banquet,2/2/2005,62,FALSE,0.576,0.935,10,-4.911,0,0.051,0.00013,0.017,0.0828,0.875,150.227,201360
65156,spotify:track:4SNtyKNyYJ8ERT7YLlnFBr,12,So Young,6/16/2017,63,FALSE,0.671,0.445,4,-7.842,0,0.0291,0.348,5.93E-05,0.155,0.811,75.996,246480
65173,spotify:track:3Ey11v2aiX14s4wBaYbhlp,19,Don't Waste My Time (feat. Ella Mai),12/13/2019,68,FALSE,0.701,0.778,2,-5.076,1,0.201,0.125,0,0.0828,0.609,99.956,199720
65174,spotify:track:03TzvVWdkVbLT9pzewYiDw,12,I Don't Sleep (ft. Takeoff),1/31/2020,62,TRUE,0.587,0.635,8,-6.369,1,0.422,0.0785,0,0.175,0.758,82.517,200733
65175,spotify:track:0HQucy43UIR3Q7OsJbm4Id,16,BELIEVE IT,3/26/2020,53,FALSE,0.426,0.705,10,-5.435,0,0.307,0.0896,0,0.221,0.689,158.333,183219
65177,spotify:track:6NncjnSD7JLEetWb9KqMRY,12,I Wanna Love You,2006,70,TRUE,0.865,0.45,0,-9.387,1,0.0417,0.0359,1.28E-06,0.308,0.352,99.989,247067
65179,spotify:track:2yNCD3Hs8j30hVZoH6rD3n,32,Everybody Business,4/16/2020,43,TRUE,0.43,0.703,2,-3.684,1,0.229,0.521,0,0.132,0.435,45.78,165009
65189,spotify:track:0uDdI4fAXCuNhQbmxENdsO,56,Can I (feat. Tory Lanez),5/8/2020,75,TRUE,0.493,0.786,6,-3.948,1,0.233,0.454,0,0.0992,0.535,117.03,179897
65190,spotify:track:29eSqQBrdva2tPLYMneFzP,14,No Debate (feat. Young Thug),5/8/2020,63,TRUE,0.857,0.654,8,-6.303,1,0.326,0.00209,0,0.115,0.446,88.015,128072
65195,spotify:track:3862MQcbNmghGJDfk8cOJi,16,U 2 Luv,5/29/2020,70,TRUE,0.626,0.592,6,-7.085,1,0.147,0.138,0.000312,0.0957,0.65,177.715,208216
65207,spotify:track:2drtd6SptpMJ1KylMQ7mrE,25,circle the drain,2/28/2020,62,FALSE,0.482,0.79,9,-5.221,1,0.038,0.303,0.00028,0.1,0.47,169.064,280213
65208,spotify:track:5EoiWO5l5CFlVs9hu0e5z3,10,Can't Cool Me Down,2/26/2020,45,FALSE,0.767,0.465,8,-8.252,1,0.0346,0.0696,0.0449,0.109,0.661,134.993,309333
65211,spotify:track:5zZWKugaE2ZmnZN77HVfUH,13,Momentary Bliss (feat. slowthai and Slaves),1/30/2020,57,TRUE,0.641,0.807,9,-6.73,1,0.239,0.0851,2.38E-05,0.64,0.712,158.071,221386
65217,spotify:track:5vyt44455ipNNVSYq8fYY7,10,Fever Pitch,4/6/2018,57,FALSE,0.789,0.593,5,-7.877,0,0.0582,0.383,1.29E-06,0.191,0.293,109.952,163747
65219,spotify:track:2Y61ZvCuuLOhdkgl1B9ekh,11,Hero,10/10/2019,57,FALSE,0.532,0.942,4,-3.395,0,0.0348,0.0232,0.848,0.104,0.533,95.065,199133
65232,spotify:track:2A9rFFPwsnhusCh8ZMBvYY,18,Nobody Speak,6/24/2016,66,TRUE,0.621,0.814,2,-5.937,1,0.154,0.0405,0.00274,0.263,0.304,160.066,195966
65233,spotify:track:4asjU3sDnn3002bTJIg2vZ,12,Missed the Boat,3/20/2007,60,FALSE,0.71,0.698,2,-5.797,1,0.0332,0.0697,0,0.478,0.852,104.007,264813
65239,spotify:track:2wF5p2dfUbEiqAnCRVNwmK,11,Tenderness,5/18/2018,57,FALSE,0.716,0.736,7,-3.761,1,0.0363,0.165,0.000171,0.0746,0.945,98.005,186107
65240,spotify:track:73WyCOipkJRtIH8klizJd5,18,Strangers,2/19/2020,63,FALSE,0.564,0.636,7,-8.136,1,0.0418,0.739,0.0224,0.0807,0.218,101.913,193187
65246,spotify:track:6Md0VfGaWXZgJc53IMqPkO,26,PDLIF,4/17/2020,62,FALSE,0.328,0.461,6,-8.79,1,0.0434,0.447,7.49E-05,0.155,0.232,126.015,177286
65255,spotify:track:7yfg0Eer6UZZt5tZ1XdsWz,12,Make Me Proud,11/15/2011,66,TRUE,0.684,0.486,1,-10.155,1,0.132,0.00268,0.000148,0.157,0.355,131.913,219893
65256,spotify:track:7MJQ9Nfxzh8LPZ9e9u68Fq,12,Lose Yourself,11/24/2014,69,TRUE,0.689,0.735,2,-4.545,1,0.267,0.00922,0.00072,0.365,0.059,171.403,320627
65258,spotify:track:4zIaXqKCXZs02eB6jEe5Mf,11,Mr. Saxobeat - Radio Edit,2011,1,FALSE,0.711,0.928,11,-4.162,0,0.0527,0.0239,0.000278,0.133,0.745,127.047,195280
65259,spotify:track:59dLtGBS26x7kc0rHbaPrq,22,Nothin' on You (feat. Bruno Mars),4/27/2010,72,FALSE,0.688,0.853,10,-5.814,1,0.0493,0.386,0,0.0862,0.743,103.993,268320
65322,spotify:track:7rwNjuGc6Xv4qv5RhPyKLZ,10,Nos Volveremos a Ver,3/11/2016,53,FALSE,0.508,0.891,4,-4.009,1,0.0418,0.00436,0,0.139,0.698,169.901,284770
65338,spotify:track:67DveIUUjToBiKJwMnFZiJ,14,Emborracharme,1/1/2013,58,FALSE,0.515,0.866,7,-6.818,1,0.0486,0.539,0.00136,0.352,0.91,156.013,212027
65382,spotify:track:2qRN7PWiHRLprw4FpDeI9N,10,Nothing On You (feat. Paulo Londra & Dave),7/12/2019,68,FALSE,0.747,0.649,8,-6.218,1,0.218,0.333,0,0.172,0.84,88.011,200733
65407,spotify:track:0rbnYyj0Zq2pNJSzWqtf4g,13,How You Want It?,8/2/2019,65,TRUE,0.492,0.698,5,-2.801,0,0.184,0.292,0,0.0989,0.749,94.59,222213
65495,spotify:track:3nXrCAE44KlevAkQB2XWcN,21,Gonna Love Me,6/23/2018,70,FALSE,0.514,0.506,10,-7.095,0,0.28,0.402,2.56E-05,0.191,0.312,88.044,166998
65517,spotify:track:776xH04Us0YBTdspg6C1cP,20,Side Effects,11/22/2019,64,TRUE,0.569,0.726,4,-5.343,1,0.178,0.1,0,0.244,0.373,185.946,188664
65544,spotify:track:7JIuqL4ZqkpfGKQhYlrirs,18,The Only Exception,9/28/2009,70,FALSE,0.452,0.563,4,-6.607,1,0.0272,0.144,0,0.143,0.209,137.715,267653
65599,spotify:track:5vu5o6RUJ2YiXv3LaPDYIF,32,Good Day,2/28/2020,64,FALSE,0.906,0.541,11,-6.947,1,0.0415,0.557,1.90E-06,0.116,0.788,124.998,173230
65614,spotify:track:2hE5Lm5XOHR4t3xlhIFauP,12,Fooled Around And Fell In Love,1/1/1975,61,FALSE,0.633,0.621,10,-11.494,1,0.0313,0.042,0.0172,0.186,0.593,113.325,276000
65623,spotify:track:7yyRTcZmCiyzzJlNzGC9Ol,18,Broccoli (feat. Lil Yachty),10/21/2016,69,TRUE,0.886,0.525,8,-7.39,1,0.131,0.236,0,0.057,0.708,145.99,225205
65627,spotify:track:4at3d5QWnlibMVN75ECDrp,43,Pretty Little Fears (feat. J. Cole),9/14/2018,76,TRUE,0.61,0.458,9,-11.336,1,0.36,0.696,0.000103,0.0852,0.246,192.099,240342
65640,spotify:track:0OvwzS8FX73Bw7ykMRmffU,11,Put It On Me,1/1/2000,65,TRUE,0.831,0.79,1,-4.714,0,0.165,0.0024,0,0.0515,0.791,93.14,262827
65652,spotify:track:0GL1ye91pT3nJIQzXwncG2,31,Music Sounds Better With You,7/21/2017,70,FALSE,0.934,0.524,8,-8.256,0,0.0654,0.271,0.245,0.0672,0.785,118.011,198305
65693,spotify:track:44fXOB2eBG8uaQJGwh26Bk,32,Physical,1/30/2020,66,FALSE,0.647,0.843,0,-3.756,1,0.0457,0.0137,0.000628,0.102,0.761,146.961,193829
